"","X","Marital.status","Application.mode","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Nacionality","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"1675",2242,2,39,1,9991,0,1,130,1,37,37,9,9,127.8,0,0,0,1,1,0,37,0,0,5,7,4,10.75,0,0,5,7,3,11.3333333333333,0,7.6,2.6,0.32,"Not Dropout"
"1676",2243,1,43,1,9119,1,1,128,1,1,38,4,7,100,0,0,0,1,1,0,19,0,0,5,8,5,12,0,0,5,12,2,10.5,0,13.9,-0.3,0.79,"Not Dropout"
"1677",2244,1,17,4,9500,1,1,133,1,38,37,5,7,126.4,1,0,0,1,1,1,18,0,0,7,7,7,13.4628571428571,0,0,8,8,8,13.90625,0,11.1,0.6,2.02,"Not Dropout"
"1678",2245,1,39,1,9254,1,19,133.1,1,37,37,90,90,100,0,0,0,1,1,0,48,0,0,6,13,3,10,0,0,6,15,1,10,0,7.6,2.6,0.32,"Dropout"
"1679",2246,1,17,4,9238,1,1,129,1,37,37,9,8,117.1,1,0,0,1,1,0,21,0,0,6,6,6,12.3333333333333,0,0,6,7,6,13.6666666666667,0,8.9,1.4,3.51,"Not Dropout"
"1680",2247,1,17,1,9500,1,1,128,1,1,1,4,5,124.7,0,0,0,1,1,1,19,0,0,7,11,6,12.5285714285714,0,0,7,10,6,12.4166666666667,0,15.5,2.8,-4.06,"Not Dropout"
"1681",2248,1,43,2,9500,1,1,136,1,19,1,9,10,124.1,0,0,0,1,1,1,21,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,"Not Dropout"
"1682",2249,1,44,1,9119,1,1,130,1,37,12,9,8,129.4,1,0,1,0,1,0,23,0,0,5,6,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,"Dropout"
"1683",2250,1,1,1,9130,1,1,141,1,1,1,4,10,138.9,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74,"Not Dropout"
"1684",2251,1,44,1,9238,1,39,140,1,1,1,4,3,138.6,0,0,0,1,1,0,22,0,3,6,7,6,12.3333333333333,0,2,6,6,2,14,0,13.9,-0.3,0.79,"Dropout"
"1685",2252,1,16,1,171,1,1,122,1,19,37,9,7,133.9,1,0,0,1,1,0,25,0,9,13,16,10,11.4545454545455,0,5,11,13,7,12.25,0,12.4,0.5,1.79,"Dropout"
"1686",2255,1,39,1,9991,0,1,120,1,19,37,5,5,128.2,0,0,0,0,1,0,31,0,0,5,5,2,11,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"1687",2256,1,39,1,9254,1,1,133.1,1,37,37,9,6,121.5,0,0,0,1,1,0,54,0,0,6,9,6,13.7142857142857,0,0,6,13,5,14.3333333333333,0,16.2,0.3,-0.92,"Dropout"
"1688",2257,1,7,1,33,1,40,120,1,38,37,5,6,120,1,0,1,0,1,0,25,0,18,21,26,21,12.3636363636364,0,12,16,21,12,12.25,1,11.1,0.6,2.02,"Dropout"
"1689",2258,1,44,1,9003,1,39,130,1,5,3,2,2,130,0,0,0,1,1,0,20,0,1,7,13,3,10.6666666666667,0,0,6,14,2,11.5,0,15.5,2.8,-4.06,"Not Dropout"
"1690",2259,1,7,1,9070,1,3,120,1,4,4,2,2,120,0,0,0,1,1,0,28,0,0,6,9,2,12,0,0,6,10,3,12.6666666666667,0,12.7,3.7,-1.7,"Dropout"
"1691",2260,2,39,1,8014,0,19,133.1,1,37,37,9,6,107,0,0,0,1,1,0,41,0,1,7,7,7,12.8571428571429,0,0,6,6,6,13.1666666666667,0,12.7,3.7,-1.7,"Not Dropout"
"1692",2261,1,1,2,9670,1,1,122,1,1,19,4,4,116.1,0,0,0,1,1,1,19,0,0,6,10,6,13.125,0,0,6,9,6,12.7142857142857,0,11.1,0.6,2.02,"Not Dropout"
"1693",2262,1,43,1,9147,1,1,123,1,1,1,4,4,114.4,0,0,0,1,1,0,22,0,0,5,6,0,0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,"Dropout"
"1694",2264,1,39,1,9003,1,1,130,1,38,38,9,9,150,0,0,1,0,1,0,28,0,5,11,14,11,15.0909090909091,0,5,10,11,10,15,0,11.1,0.6,2.02,"Dropout"
"1695",2265,1,1,1,9853,1,1,110,1,37,37,9,4,114.3,1,0,0,1,1,0,42,0,0,6,9,5,12.4,0,0,6,10,5,11.8,0,7.6,2.6,0.32,"Not Dropout"
"1696",2266,1,18,1,9085,1,1,106,1,1,19,3,5,104.6,0,0,0,0,1,0,21,0,0,6,10,5,14,0,0,6,11,4,14.8,0,11.1,0.6,2.02,"Not Dropout"
"1697",2267,1,7,1,9003,1,3,140,1,39,39,9,4,140,0,0,0,1,1,0,50,0,2,6,8,2,13.5,0,1,6,9,1,13,0,15.5,2.8,-4.06,"Dropout"
"1698",2268,1,1,4,9147,1,1,108,1,3,1,3,4,109.1,1,0,0,1,1,0,19,0,0,5,5,0,0,0,0,5,5,0,0,0,12.4,0.5,1.79,"Dropout"
"1699",2269,1,43,1,9500,1,1,120,1,3,4,2,4,120.6,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.6666666666667,0,16.2,0.3,-0.92,"Dropout"
"1700",2270,2,39,1,9991,0,1,100,1,37,37,1,1,161.9,0,0,0,1,1,0,59,0,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,"Dropout"
"1701",2271,2,7,1,9991,0,3,140,1,34,34,99,99,140,1,0,0,0,1,0,33,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"1702",2273,2,39,1,9991,0,19,133.1,1,37,1,5,5,138.3,0,0,0,1,1,0,44,0,0,5,9,3,11.3333333333333,0,0,5,8,5,11.1428571428571,0,13.9,-0.3,0.79,"Dropout"
"1703",2274,2,1,4,8014,0,1,140,1,34,34,0,0,128,1,0,0,1,1,0,37,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1704",2275,2,39,1,171,1,19,100,1,37,37,9,9,139,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Dropout"
"1705",2276,1,1,2,9991,0,1,123,1,1,3,4,2,113.2,0,0,0,0,1,0,22,0,0,5,7,3,11.6666666666667,0,0,5,8,2,10.5,2,7.6,2.6,0.32,"Dropout"
"1706",2278,1,51,1,9773,1,1,135,1,1,42,5,3,110,1,0,0,1,1,0,23,0,0,6,7,6,13.3333333333333,0,0,6,6,4,12.75,0,11.1,0.6,2.02,"Not Dropout"
"1707",2279,1,1,1,9070,1,1,132,1,1,1,4,9,136.6,1,0,0,1,1,0,19,0,0,6,7,5,11.4,0,0,6,10,3,11,3,7.6,2.6,0.32,"Not Dropout"
"1708",2281,1,43,1,9003,1,1,130,1,1,2,4,2,130,0,0,0,1,1,0,28,0,9,18,36,17,13.0588235294118,1,6,12,15,12,12.3076923076923,0,15.5,2.8,-4.06,"Not Dropout"
"1709",2282,1,44,1,9003,1,39,140,1,1,38,9,6,140,0,0,0,1,1,0,21,0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,15.5,2.8,-4.06,"Not Dropout"
"1710",2283,1,1,1,9254,1,1,133.1,1,38,1,9,9,121,0,0,1,0,1,0,21,0,0,6,9,5,11.8333333333333,0,0,6,8,5,10,0,8.9,1.4,3.51,"Dropout"
"1711",2284,1,43,1,9238,1,39,120,1,2,1,1,2,118.6,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,"Not Dropout"
"1712",2285,1,1,1,9070,1,1,140,1,19,38,4,4,138.3,0,0,0,1,1,0,20,0,1,6,8,6,13.4285714285714,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,"Not Dropout"
"1713",2286,2,42,1,9147,1,1,133.1,1,37,37,9,9,115.8,0,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,"Dropout"
"1714",2288,1,17,1,9254,1,1,125,1,1,1,3,3,114.5,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.4285714285714,0,11.1,0.6,2.02,"Not Dropout"
"1715",2289,1,42,1,9119,1,1,136,1,1,37,5,5,117.5,0,0,0,1,1,0,19,0,2,5,6,4,11.8,0,0,5,7,2,11.5,0,15.5,2.8,-4.06,"Not Dropout"
"1716",2291,1,42,1,9119,1,1,120,1,5,5,2,2,115,0,0,0,1,1,0,30,0,1,6,9,2,15,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,"Dropout"
"1717",2292,1,1,1,9238,1,1,127,1,37,37,5,10,125.3,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11,0,7.6,2.6,0.32,"Not Dropout"
"1718",2293,1,18,1,9147,1,1,131,1,34,34,90,90,131,0,0,0,1,1,0,22,0,0,5,11,3,13.6666666666667,0,0,5,10,3,11.3333333333333,0,9.4,-0.8,-3.12,"Dropout"
"1719",2294,1,1,1,9773,1,1,127,1,19,37,9,9,126.3,0,0,0,1,1,0,19,0,0,6,8,6,12.8333333333333,0,0,6,8,6,13.3333333333333,0,15.5,2.8,-4.06,"Not Dropout"
"1720",2295,1,17,1,171,1,1,132,1,1,37,4,9,127.1,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Dropout"
"1721",2296,1,17,3,9670,1,1,137,1,1,38,4,7,138.4,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,6,7,6,13.4285714285714,0,11.1,0.6,2.02,"Not Dropout"
"1722",2298,1,1,1,9238,1,1,136,1,4,5,2,2,126.2,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11,0,10.8,1.4,1.74,"Not Dropout"
"1723",2300,1,39,1,9254,1,39,137,1,1,1,5,10,124.5,0,0,0,0,1,0,26,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"1724",2301,1,44,1,9119,1,39,140,1,5,41,3,2,140,0,0,0,1,1,0,23,0,3,7,12,3,14,0,1,6,12,1,14,0,12.4,0.5,1.79,"Not Dropout"
"1725",2302,1,17,1,9070,1,1,131,1,19,19,7,7,125.1,0,0,0,1,1,0,18,0,0,6,7,6,12.3333333333333,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,"Not Dropout"
"1726",2303,1,1,1,9147,1,1,130,1,37,37,9,9,118.8,0,0,1,1,1,1,22,0,0,5,8,5,10.6666666666667,0,0,5,11,2,11,0,15.5,2.8,-4.06,"Not Dropout"
"1727",2304,1,18,5,9119,1,1,136,1,3,2,2,3,125.2,1,0,0,1,1,0,19,0,0,5,9,5,11.8333333333333,0,0,5,9,5,14.7142857142857,0,12.4,0.5,1.79,"Not Dropout"
"1728",2305,1,17,1,9147,1,1,133.1,1,1,19,4,8,95,0,0,0,1,1,0,20,0,0,5,14,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,"Dropout"
"1729",2306,1,1,3,9070,1,1,110,1,37,37,9,9,107.6,1,0,0,1,1,1,22,0,0,6,6,6,11.6666666666667,0,0,6,6,6,12.1666666666667,0,7.6,2.6,0.32,"Not Dropout"
"1730",2309,1,1,1,9500,1,1,141,1,19,1,90,90,128,0,0,0,1,1,0,18,0,0,8,8,0,0,3,0,8,8,0,0,3,10.8,1.4,1.74,"Dropout"
"1731",2310,1,17,3,9119,1,1,130,1,1,38,3,3,129.3,0,0,0,1,1,1,18,0,0,5,5,5,13,0,0,5,5,5,14.2,0,8.9,1.4,3.51,"Not Dropout"
"1732",2311,1,1,1,9238,1,1,160,1,19,38,9,9,152,0,0,0,1,1,1,19,0,0,6,7,6,13.8571428571429,0,0,6,6,6,14,0,13.9,-0.3,0.79,"Not Dropout"
"1733",2312,1,1,1,9500,1,1,140,1,1,19,9,9,128.8,0,0,0,1,1,0,18,0,0,7,7,6,13.3916666666667,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,"Not Dropout"
"1734",2313,1,1,1,9147,1,1,150,1,34,19,0,4,152.8,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"1735",2315,1,1,1,9238,1,1,133.1,1,1,1,3,4,112,0,0,0,1,1,0,19,0,0,6,7,6,12.1666666666667,0,0,6,6,6,12.1666666666667,0,12.4,0.5,1.79,"Not Dropout"
"1736",2316,1,1,1,9130,1,1,152,1,19,37,9,8,135.6,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,"Dropout"
"1737",2319,1,1,1,9070,1,1,148,1,1,1,4,8,141.4,0,0,0,1,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"1738",2321,4,39,1,9238,1,1,130,1,19,3,9,2,140,0,0,0,1,1,0,50,0,0,6,7,4,12.25,0,0,6,7,0,0,0,8.9,1.4,3.51,"Dropout"
"1739",2322,1,43,1,9070,1,1,160,1,1,2,4,2,100,0,0,0,1,1,0,38,0,1,6,9,5,16,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,"Not Dropout"
"1740",2324,1,39,1,9500,1,1,110,1,1,37,9,9,126,1,0,0,1,1,0,27,0,0,7,7,7,14.0857142857143,0,0,7,7,7,14.0857142857143,0,7.6,2.6,0.32,"Not Dropout"
"1741",2325,1,18,1,9238,1,1,122,1,1,3,9,2,112.6,1,0,0,1,1,0,21,0,0,6,9,6,10.1666666666667,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,"Not Dropout"
"1742",2326,2,39,1,9119,1,1,110,1,37,37,9,9,106.8,0,0,0,1,1,0,34,0,0,5,8,1,10,0,0,5,9,0,0,0,8.9,1.4,3.51,"Dropout"
"1743",2327,1,51,1,9119,1,1,129,1,2,37,2,9,121.6,1,0,0,1,1,0,19,0,0,5,10,0,0,0,0,5,7,1,10,0,7.6,2.6,0.32,"Not Dropout"
"1744",2328,2,39,1,9991,0,1,110,1,37,37,1,4,120,1,0,0,0,1,0,40,0,0,5,10,2,10.5,0,0,5,5,3,10.6666666666667,0,9.4,-0.8,-3.12,"Dropout"
"1745",2329,1,1,1,171,1,1,170,1,38,19,9,2,160.6,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Not Dropout"
"1746",2331,1,43,5,8014,0,1,110,1,34,34,0,0,110,0,0,0,1,1,0,37,0,0,6,12,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"1747",2332,1,39,1,9003,1,1,133.1,1,19,37,9,7,110,1,0,0,1,1,0,31,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"1748",2333,1,39,1,9003,1,1,133.1,1,1,19,4,10,145.8,0,0,0,1,1,0,34,0,0,6,15,5,13.3333333333333,0,0,6,15,5,12.4,0,12.4,0.5,1.79,"Not Dropout"
"1749",2334,1,1,6,171,1,1,126,1,10,10,4,4,130.2,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1750",2335,1,1,1,9670,1,1,137,1,38,37,9,9,122.3,0,0,0,1,1,1,18,0,0,6,7,6,13.5714285714286,0,0,6,6,6,14.3333333333333,0,12.4,0.5,1.79,"Not Dropout"
"1751",2336,1,17,4,9070,1,1,117,1,1,1,3,3,125.4,1,0,0,1,1,1,19,0,0,6,6,6,12.8333333333333,0,0,6,7,6,11.1666666666667,0,11.1,0.6,2.02,"Not Dropout"
"1752",2337,1,43,1,9991,0,1,100,1,37,19,9,4,130,0,0,0,1,1,0,40,0,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,"Dropout"
"1753",2338,1,39,1,9130,1,1,120,1,1,38,9,9,150,0,0,0,1,1,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout"
"1754",2341,1,39,1,9003,1,1,111,1,37,37,9,10,95.8,1,0,0,0,1,0,43,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"1755",2342,1,17,4,9119,1,1,139,1,37,19,9,4,133.1,1,0,0,1,1,0,18,0,0,5,8,4,12.5,0,0,5,7,3,14.6666666666667,1,7.6,2.6,0.32,"Not Dropout"
"1756",2343,1,43,1,9003,1,1,150,1,2,4,4,1,150,0,0,0,1,1,0,35,0,16,18,22,18,11.6666666666667,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,"Not Dropout"
"1757",2344,1,17,2,9991,0,1,116,1,37,19,9,4,118.5,0,0,0,1,1,0,23,0,0,5,6,4,13,0,0,5,5,5,13,0,7.6,2.6,0.32,"Not Dropout"
"1758",2345,1,17,1,9500,1,1,130,1,3,3,2,2,131.1,0,0,0,1,1,0,19,0,0,7,8,7,12.1214285714286,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,"Not Dropout"
"1759",2347,1,43,1,9670,1,1,132,1,3,19,4,8,120.5,0,0,0,1,1,0,19,0,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,"Not Dropout"
"1760",2348,1,18,1,9119,1,1,108,1,1,1,4,3,105.6,1,0,0,1,1,0,20,0,0,5,7,5,12.1666666666667,0,0,5,7,5,15.2857142857143,0,12.4,0.5,1.79,"Not Dropout"
"1761",2349,1,39,1,9670,1,1,133.1,1,19,19,3,3,125.3,0,1,0,1,1,1,30,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"1762",2350,4,39,1,9254,1,1,120,1,37,19,9,9,131,1,0,0,1,1,0,44,0,0,6,6,6,12.6666666666667,0,0,6,6,6,11.5,0,12.4,0.5,1.79,"Not Dropout"
"1763",2352,1,44,1,9130,1,39,150,1,2,1,3,6,150,1,0,0,1,1,0,22,0,11,18,32,12,12.8571428571429,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,"Not Dropout"
"1764",2353,1,1,1,9130,1,1,160,1,3,3,1,2,149.2,0,0,0,1,1,0,18,0,0,5,7,4,14,0,0,5,5,5,14.2,0,7.6,2.6,0.32,"Not Dropout"
"1765",2354,1,17,1,9670,1,1,125,1,37,37,9,9,121.5,1,0,0,1,1,1,21,0,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,"Not Dropout"
"1766",2356,1,17,4,9670,1,1,122,1,3,1,2,3,119.6,1,0,0,1,1,0,18,0,0,6,8,6,13.625,0,0,6,7,6,14.2857142857143,0,11.1,0.6,2.02,"Not Dropout"
"1767",2359,1,39,1,9003,1,1,140,1,3,3,2,2,110,0,0,0,1,1,0,31,0,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,"Not Dropout"
"1768",2360,1,17,5,9254,1,1,113,1,1,1,2,3,110.2,1,0,0,1,1,0,21,0,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,"Dropout"
"1769",2362,1,42,1,9773,1,1,133.1,1,19,6,4,3,120,0,0,0,1,1,0,27,0,0,4,8,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1770",2364,1,44,1,9119,1,39,140,1,1,19,4,5,140,1,0,0,1,1,0,22,0,0,5,9,0,0,0,0,5,6,2,11.6666666666667,0,10.8,1.4,1.74,"Not Dropout"
"1771",2365,1,1,1,9003,1,1,144,1,19,19,9,9,132.8,0,0,0,1,1,1,19,0,0,6,9,4,12,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,"Not Dropout"
"1772",2366,1,18,1,9773,1,1,125,1,1,1,4,7,121.5,1,0,0,1,1,0,19,0,0,6,6,6,13.8333333333333,0,0,6,6,6,14.5,0,8.9,1.4,3.51,"Not Dropout"
"1773",2367,1,1,1,171,1,1,131,1,1,1,7,4,127.2,1,0,1,1,1,0,23,0,13,17,19,13,12.1538461538462,0,10,17,28,11,11.9090909090909,1,11.1,0.6,2.02,"Not Dropout"
"1774",2368,1,17,1,9130,1,1,131,1,12,12,2,8,128.2,1,0,0,1,1,0,18,0,0,6,7,6,14,0,0,6,8,6,13.6666666666667,0,12.4,0.5,1.79,"Not Dropout"
"1775",2369,1,1,1,9773,1,1,140,1,3,2,4,6,133.4,1,0,0,0,1,0,29,0,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,"Not Dropout"
"1776",2370,1,39,1,9130,1,1,133.1,1,1,19,4,5,120,1,0,0,1,1,0,29,0,0,5,11,1,18,2,0,5,10,3,13.3333333333333,2,10.8,1.4,1.74,"Dropout"
"1777",2372,1,1,5,171,1,1,139,1,19,3,9,2,136.9,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Not Dropout"
"1778",2373,1,17,3,171,1,1,125,1,3,39,2,5,117,1,1,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Not Dropout"
"1779",2375,1,39,1,9130,1,1,150,1,19,19,9,5,160,1,0,0,1,1,0,24,0,0,5,13,4,13.75,1,0,5,9,3,12,0,9.4,-0.8,-3.12,"Not Dropout"
"1780",2376,1,1,1,9670,1,1,95,1,37,37,5,8,95,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,0,6,6,5,11,0,12.7,3.7,-1.7,"Dropout"
"1781",2378,1,39,1,9147,1,1,120,1,37,37,9,9,110,0,0,0,0,1,0,32,0,0,5,9,0,0,1,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1782",2379,1,43,1,9991,0,1,136,1,3,4,2,2,133.9,0,0,0,0,1,0,26,0,8,12,12,8,11.25,0,3,8,8,3,11.3333333333333,0,7.6,2.6,0.32,"Dropout"
"1783",2380,1,1,1,9130,1,1,133,1,2,37,9,7,125.7,1,0,0,1,1,1,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,"Not Dropout"
"1784",2383,1,7,1,9119,1,40,130,1,1,1,4,4,130,0,0,0,1,1,0,27,0,4,6,6,6,13.1666666666667,0,2,5,7,5,15.1428571428571,0,11.1,0.6,2.02,"Dropout"
"1785",2384,1,53,1,9003,1,1,130,1,19,1,9,9,130,0,0,1,1,1,0,21,0,7,12,20,10,11.8,0,5,12,15,9,11.4444444444444,0,8.9,1.4,3.51,"Not Dropout"
"1786",2385,1,17,1,9119,1,1,127,1,19,1,4,5,115.8,0,0,0,1,1,0,20,0,0,5,10,4,11.5,0,0,5,11,0,0,0,13.9,-0.3,0.79,"Not Dropout"
"1787",2386,1,44,1,9070,1,39,140,1,19,38,4,0,140,1,0,0,1,1,0,21,0,0,6,6,6,14.5,0,0,6,8,6,11.3333333333333,0,12.4,0.5,1.79,"Not Dropout"
"1788",2387,1,1,5,9773,1,1,125,1,37,3,5,2,126.1,1,0,0,1,1,0,22,0,0,6,10,5,13.4,0,0,6,12,3,10.6666666666667,0,9.4,-0.8,-3.12,"Not Dropout"
"1789",2389,1,17,4,9147,1,1,132,1,38,19,5,5,120.8,1,0,0,1,1,1,18,0,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,"Dropout"
"1790",2390,1,39,2,9238,1,1,110,1,19,1,5,5,136.5,0,0,0,1,1,0,28,0,0,5,6,0,0,0,0,5,5,0,0,0,13.9,-0.3,0.79,"Dropout"
"1791",2392,1,43,1,9003,1,1,130,1,37,1,5,4,130,0,0,0,1,1,0,25,0,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,"Dropout"
"1792",2393,1,1,1,9147,1,1,135,1,38,19,9,5,126.3,0,0,0,1,1,0,18,0,0,5,11,2,13.5,0,0,5,11,3,12.3333333333333,0,8.9,1.4,3.51,"Not Dropout"
"1793",2395,1,17,3,9147,1,1,135,1,37,37,6,5,121,1,0,0,1,1,1,18,0,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,"Not Dropout"
"1794",2396,1,43,1,9773,1,1,128,1,19,38,9,7,124.2,1,0,0,1,1,0,22,0,0,6,17,3,11.3333333333333,3,0,6,14,3,12.3333333333333,0,15.5,2.8,-4.06,"Not Dropout"
"1795",2397,1,39,1,9003,1,1,140,1,1,3,4,5,130,0,0,0,1,1,0,25,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"1796",2398,1,1,2,9773,1,1,135,1,3,1,4,4,136.1,1,0,0,1,1,0,19,0,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,"Not Dropout"
"1797",2399,1,17,2,9773,1,1,131,1,3,19,2,3,132.8,1,0,0,1,1,0,19,0,0,6,7,6,14.4285714285714,0,0,6,7,6,14.5714285714286,0,13.9,-0.3,0.79,"Not Dropout"
"1798",2400,1,17,1,9500,1,1,131,1,1,1,5,5,126.3,0,0,0,1,1,0,19,0,0,7,9,7,12.4928571428571,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,"Not Dropout"
"1799",2402,2,39,1,9991,0,1,140,1,37,37,9,9,118.2,0,0,0,1,1,0,52,0,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,"Not Dropout"
"1800",2405,1,1,1,9500,1,1,142,1,1,38,9,9,127,0,0,1,0,1,0,21,0,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,"Dropout"
"1801",2406,2,39,1,8014,0,1,150,1,37,37,9,9,140,0,0,0,0,1,0,35,0,0,6,6,6,14,0,0,6,6,6,14.1666666666667,0,9.4,-0.8,-3.12,"Not Dropout"
"1802",2407,2,39,1,171,1,12,110,1,37,37,7,7,106,1,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Not Dropout"
"1803",2408,4,39,1,9500,1,19,110,1,37,38,5,5,151,0,0,1,0,1,0,47,0,0,7,7,0,0,7,0,8,8,0,0,8,15.5,2.8,-4.06,"Dropout"
"1804",2409,1,18,1,9991,0,1,112,1,43,40,2,2,106.4,0,0,0,1,1,0,22,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,"Dropout"
"1805",2410,2,39,1,9991,0,1,100,1,37,37,9,9,125.3,1,0,0,1,1,0,41,0,0,5,8,4,11.25,0,0,5,8,3,11,1,7.6,2.6,0.32,"Dropout"
"1806",2411,1,7,1,9119,1,3,130,1,34,34,90,90,130,0,0,0,1,1,0,26,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,"Dropout"
"1807",2412,2,39,1,8014,0,1,133.1,1,34,34,90,90,116,0,0,0,0,0,0,51,0,0,6,13,4,11.25,0,0,6,12,0,0,1,10.8,1.4,1.74,"Dropout"
"1808",2413,2,39,2,9991,0,1,150,1,37,37,9,9,120,0,0,0,1,0,0,43,0,0,5,11,3,10.6666666666667,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,"Not Dropout"
